Sample_ID,Bioproject,Name,Name_cn,Upper leaf number,Total leaf number,Days to anthesis,Plant height,Ear height,Relative ear height,Leaf width,Leaf length,Tassel length,Tassel branch number,Lower leaf angle,Upper leaf angle,Stem diameter,Cobcolor,Kernelcolor,ERN,Days to silking,Anthesis to silking interval,,Treatment,Years,location,Region_cn
PHG39,PRJNA609577,PHG39,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
PHT73,PRJNA609577,PHT73,-,,,,264,,,,,17,3.5,,,,,,,,,,,2017,JiLin Province,吉林省
6M502A,PRJNA609577,6M502A,-,,,81.5,239.3,100.5,41.9,10,68.8,41.5,10.8,150.3,31.1,,,,,83.5,2,,,2017,JiLin Province,吉林省
PHVA9,PRJNA609577,PHVA9,-,,,77.5,204.3,61.3,29.9,8.8,76.3,37.2,3.7,153,30.8,,,,,80.5,3,,,2017,JiLin Province,吉林省
PHT55,PRJNA609577,PHT55,-,,,86,250,107,42.8,9.1,75.4,33.8,6.4,165.5,20,,,,,87.5,1.5,,,2017,JiLin Province,吉林省
PHV53,PRJNA609577,PHV53,-,,,91.5,251.4,90,35.8,8,79.4,,5.5,158.4,26.3,,,,,92,0.5,,,2017,JiLin Province,吉林省
PHPR5,PRJNA609577,PHPR5,-,,,81.5,215.3,75.8,35.2,9.3,77,35.8,7.4,157.2,26,,,,,82,0.5,,,2017,JiLin Province,吉林省
PHP85,PRJNA609577,PHP85,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
OS602,PRJNA609577,OS602,-,,,76,209,80.8,38.7,8,84.7,29.8,6.3,141.1,41.6,,,,,76,0,,,2017,JiLin Province,吉林省
OQ403,PRJNA609577,OQ403,-,,,74.5,185.4,59,31.8,6.9,61.2,31.6,7.2,127.7,50.6,,,,,75,0.5,,,2017,JiLin Province,吉林省
Tian4,PRJNA609577,Tian4,-,,,81.5,206.4,104.1,50.5,10.2,66.8,30.3,14.3,159.9,18.9,,,,,84,2.5,,,2017,JiLin Province,吉林省
LH190,PRJNA609577,LH190,-,,,87,219.8,81.4,36.8,7.5,69.3,31.6,8.4,150,34.3,,,,,89,2,,,2017,JiLin Province,吉林省
27_263,PRJNA609577,27_263,-,,,82.5,222.8,104.6,46.9,10.1,63.1,36.8,9.6,163.5,18.4,,,,,87,4.5,,,2017,JiLin Province,吉林省
LH160,PRJNA609577,LH160,-,,,71,199.8,79.2,39.5,8.2,63,39.3,7.9,,,,,,,72,1,,,2017,JiLin Province,吉林省
PHN82,PRJNA609577,PHN82,-,,,81,173.2,69.8,40.3,8.3,69.6,26.4,5.6,150.6,35.2,,,,,84,3,,,2017,JiLin Province,吉林省
E8501,PRJNA609577,E8501,-,,,84.5,238.2,100.2,42.1,8.5,65.7,40.5,7.5,150.7,32.1,,,,,94.5,,,,2017,JiLin Province,吉林省
Dong46,PRJNA609577,Dong46,-,4.8,,56,173.1,88.8,51.2,9.4,63.9,23.1,12.4,146.1,37.5,,,,,57,1,,,2017,HeBei Province,河北省
K10,PRJNA609577,K10,-,5.8,,54,211.4,60.3,28.5,9.3,74.4,32.7,12.3,152.7,32.8,,,,,57,3,,,2017,HeBei Province,河北省
3IBZ2,PRJNA609577,3IBZ2,-,4.9,,49.5,183.2,52.6,28.7,7.9,67.6,30.9,8.4,137.7,49.5,,,,,49.5,0,,,2017,HeBei Province,河北省
Lx9801,PRJNA609577,Lx9801,-,5.1,,67.5,272.1,132.7,48.8,8.3,67.8,39.3,8.5,172.3,15.4,,,,,67,-0.5,,,2017,HeBei Province,河北省
444,PRJNA609577,444,-,5.5,,64.5,196.5,93.2,47.4,8,61.1,32,11.8,143.6,38.3,,,,,65.5,1,,,2017,HeBei Province,河北省
Jing7,PRJNA609577,Jing7,-,5,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
Ji853,PRJNA609577,Ji853,-,4.8,,61.5,225.3,89.3,39.6,8,77.8,33.8,7.3,146.2,36.8,,,,,63,1.5,,,2017,HeBei Province,河北省
Tangsipingtou,PRJNA609577,Tangsipingtou,-,4.8,,67.5,211.3,113.6,53.7,7.6,52.1,27.1,12.8,149.4,30.3,,,,,68.5,1,,,2017,HeBei Province,河北省
196,PRJNA609577,196,-,5.8,,67.5,218.8,100.1,45.7,7.5,69.6,31.8,6.1,169.5,12.9,,,,,66.5,-1,,,2017,HeBei Province,河北省
NS501,PRJNA609577,NS501,-,5.3,,56,157.9,62.7,39.7,5.8,57.3,26.4,7.8,104.4,73.6,,,,,56.5,0.5,,,2017,HeBei Province,河北省
Ji846,PRJNA609577,Ji846,-,6.3,,77.5,242,106.2,43.9,9.8,67.6,39.9,12.3,157.3,17.5,,,,,80.5,3,,,2017,HeBei Province,河北省
P138,PRJNA609577,P138,-,5.6,,67.5,208.6,108.7,52.1,9,69.3,30.5,7.6,155.3,30.8,,,,,67.5,0,,,2017,HeBei Province,河北省
Shen137,PRJNA609577,Shen137,-,5.3,,70,234.4,113.8,48.5,9,81.6,35.5,19.4,160.7,23.8,,,,,70,0,,,2017,HeBei Province,河北省
Qi319,PRJNA609577,Qi319,-,5.4,,67,253,103.4,40.9,7.6,92.1,41.4,13.7,164.9,17.6,,,,,69,2,,,2017,HeBei Province,河北省
698_3,PRJNA609577,698_3,-,5.8,,72,246.6,115.8,47,9.1,81.5,36.4,7.2,160.9,22.3,,,,,70,-2,,,2017,HeBei Province,河北省
Longkang11,PRJNA609577,Longkang11,-,6.1,,65,213.3,84.8,39.8,7.8,74.5,37.8,12.5,150.3,33.3,,,,,63.5,-1.5,,,2017,HeBei Province,河北省
Huobai,PRJNA609577,Huobai,-,5.7,,68.5,206.1,105.6,51.3,6.9,67.8,28.6,12.1,151.7,31.5,,,,,67.5,-1,,,2017,HeBei Province,河北省
9058,PRJNA609577,9058,-,6.5,,63.5,220.7,72.4,32.8,10.6,75.6,31.1,14.4,171,9.4,,,,,63,-0.5,,,2017,HeBei Province,河北省
FBLA,PRJNA609577,FBLA,-,6.3,,58.5,216.3,69.5,32.1,7.5,73.2,29.4,7.3,149.3,32.8,,,,,59,0.5,,,2017,HeBei Province,河北省
Huotanghuang17,PRJNA609577,Huotanghuang17,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
7884_7Ht,PRJNA609577,7884_7Ht,-,5.8,,71,238.9,117,49.1,10.3,83.9,33.8,6.3,161.3,23.1,,,,,69.5,-1.5,,,2017,HeBei Province,河北省
81162,PRJNA609577,81162,-,5.9,,75,127.3,56.3,44.2,9.1,66.6,18.5,5.9,165.7,20.7,,,,,75,0,,,2017,HeBei Province,河北省
PHH93,PRJNA609577,PHH93,-,5.6,,54.5,202.7,82.4,40.7,7.2,76.8,35.3,12.5,151.2,31.8,,,,,55.5,1,,,2017,HeBei Province,河北省
Aijin525,PRJNA609577,Aijin525,-,5.4,,65,195.1,87.3,44.9,9.1,67.3,27.5,27.9,160.1,20.6,,,,,68,3,,,2017,HeBei Province,河北省
787,PRJNA609577,787,-,8.3,,68.5,239.5,83.9,35,9.7,82,31.5,1,168.5,10.9,,,,,69.5,1,,,2017,HeBei Province,河北省
LH220Ht,PRJNA609577,LH220Ht,-,5.5,,61,189.6,75.4,39.8,6.7,75.8,25.4,6,153.2,26.7,,,,,64,3,,,2017,HeBei Province,河北省
W23,PRJNA609577,W23,-,5.1,,60.5,187.3,69.7,37.2,8.4,61,26.8,9.2,143,41,,,,,63,2.5,,,2017,HeBei Province,河北省
H84,PRJNA609577,H84,-,8.4,,63.5,181.4,60.6,33.4,7.5,64.2,25.8,7.1,154.4,22.8,,,,,69.5,6,,,2017,HeBei Province,河北省
B76,PRJNA609577,B76,-,5.2,,62,200.6,85.4,42.5,9.6,65.8,32.2,8.2,142,43.9,,,,,62.5,0.5,,,2017,HeBei Province,河北省
B100,PRJNA609577,B100,-,6,,63,193.6,70.8,36.4,9,67.8,32.8,10.5,146.4,33.2,,,,,63.5,0.5,,,2017,HeBei Province,河北省
Qi35,PRJNA609577,Qi35,-,6.5,,68,249.8,105.8,42.4,9.5,80.8,37,6.8,149.7,31.4,,,,,72.5,4.5,,,2017,HeBei Province,河北省
B73,PRJNA609577,B73,-,5.6,,66,242.4,115.7,47.7,8.4,74.8,31.5,8.8,165.7,17.3,,,,,68,2,,,2017,HeBei Province,河北省
BZN,PRJNA609577,BZN,-,7.3,,56,184.8,29.5,,9.8,63.5,35.9,5.8,158.4,27,,,,,59,3,,,2017,HeBei Province,河北省
A632,PRJNA609577,A632,-,5.7,,62.5,230.3,102.2,44.4,7.1,72.5,33.3,8.6,132.8,44.9,,,,,63.5,1,,,2017,HeBei Province,河北省
200B,PRJNA609577,200B,-,5.8,,61.5,219.4,92.9,42.3,10.1,70.9,35.8,12.2,159.1,23.4,,,,,64,2.5,,,2017,HeBei Province,河北省
Zong3,PRJNA609577,Zong3,-,6.5,,61.5,190,70.8,37.3,10,71.8,31,14.6,153.6,32.3,,,,,70,8.5,,,2017,HeBei Province,河北省
Zi330,PRJNA609577,Zi330,-,6.3,,69,215.9,99.6,46.1,9.7,77.8,32.9,18.4,134.8,48.1,,,,,72.5,3.5,,,2017,HeBei Province,河北省
488,PRJNA609577,488,-,5.8,,66.5,211.8,96.9,45.8,9.1,75.8,29,16.9,172.9,8.5,,,,,66.5,0,,,2017,HeBei Province,河北省
Xi14,PRJNA609577,Xi14,-,6,,72,178,80.7,45.6,8.5,69.7,26,10.8,139.8,43.6,,,,,70,-2,,,2017,HeBei Province,河北省
K4,PRJNA609577,K4,-,5.7,,73,251.5,138,54.9,9.9,71.4,33.6,16.3,161.5,20.3,,,,,73,0,,,2017,HeBei Province,河北省
OH40B,PRJNA609577,OH40B,-,5.1,,62.5,214,76.4,35.7,8.4,79.2,36.7,9,154.1,31.7,,,,,65.5,3,,,2017,HeBei Province,河北省
OH33,PRJNA609577,OH33,-,5.5,,64.5,257.7,101.1,39.1,7.5,85.7,38.3,12.3,157.1,25.6,,,,,72.5,8,,,2017,HeBei Province,河北省
Tai184,PRJNA609577,Tai184,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
C102,PRJNA609577,C102,-,6.3,,65,299.2,128.2,42.8,9.1,85.6,36.6,4.8,153.1,29.8,,,,,68,3,,,2017,HeBei Province,河北省
OH7B,PRJNA609577,OH7B,-,4.8,,75.5,271.2,132.1,48.7,8.2,86.3,35.4,10.8,164.9,17,,,,,76.5,1,,,2017,HeBei Province,河北省
R4,PRJNA609577,R4,-,6.5,,,,,,,,17.6,11,159.1,29.3,,,,,,,,,2017,HeBei Province,河北省
N6,PRJNA609577,N6,-,6.5,,63,213.4,106.2,49.8,6.5,77.8,29.3,19.2,153.9,24.7,,,,,65,2,,,2017,HeBei Province,河北省
K64,PRJNA609577,K64,-,6.3,,68.5,236.5,111.7,47.2,6.8,73,31.5,14.1,155.5,22.2,,,,,69.5,1,,,2017,HeBei Province,河北省
CM7,PRJNA609577,CM7,-,6.1,,48,201.7,41.4,20.5,10.1,73.9,45.2,6.9,140.4,40.5,,,,,49,1,,,2017,HeBei Province,河北省
A6,PRJNA609577,A6,-,5.8,,76.5,245.1,148.5,60.6,7.7,80.5,33,11.3,145.2,33.6,,,,,85.5,9,,,2017,HeBei Province,河北省
H5,PRJNA609577,H5,-,5,,58.5,228.1,103.4,45.3,8.9,72.8,30.7,12.7,149.8,32.4,,,,,61.5,3,,,2017,HeBei Province,河北省
B2,PRJNA609577,B2,-,6.8,,64.5,245.3,99.3,40.4,9,82.7,36.9,20.7,141.3,42.4,,,,,69,4.5,,,2017,HeBei Province,河北省
38_11,PRJNA609577,38_11,-,4.9,,73,308.1,,57.8,8.4,89.1,44.5,13.3,148.5,32.7,,,,,73,0,,,2017,HeBei Province,河北省
MS153,PRJNA609577,MS153,-,5.1,,58.5,220.7,93,42.1,9.8,67.8,37.2,15.3,149.1,31.2,,,,,60,1.5,,,2017,HeBei Province,河北省
I159,PRJNA609577,I159,-,4.7,,79,253.4,135.2,53.3,6.9,75,26.4,8.1,143.1,34.3,,,,,79.5,0.5,,,2017,HeBei Province,河北省
Xinaiguang10,PRJNA609577,Xinaiguang10,-,5.8,,70,237.1,104.8,44.2,8.6,92.6,32.9,13.9,164.8,21.8,,,,,69.5,-0.5,,,2017,HeBei Province,河北省
A375,PRJNA609577,A375,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
A374,PRJNA609577,A374,-,5.4,,59,214.9,98.6,45.9,7.4,83.1,33.8,12.9,124,54.8,,,,,58,-1,,,2017,HeBei Province,河北省
A334,PRJNA609577,A334,-,4.9,,64,184.9,73.1,39.4,7.1,67,22.9,18.1,148.5,32,,,,,67,4,,,2017,HeBei Province,河北省
Dan341,PRJNA609577,Dan341,-,5.5,,72.5,205.6,92.7,45.1,11.8,73.7,34.6,18.8,146.3,32.2,,,,,73.5,1,,,2017,HeBei Province,河北省
K55,PRJNA609577,K55,-,6.6,,67,187.4,79.4,42.3,8.4,66.5,29.2,13.4,164.2,20.4,,,,,66.5,-0.5,,,2017,HeBei Province,河北省
A188,PRJNA609577,A188,-,5.9,,56,140.7,49,34.8,8.3,63,33.3,25.8,157.1,23.7,,,,,60,4,,,2017,HeBei Province,河北省
CI31A,PRJNA609577,CI31A,-,5.3,,72,217.3,112.9,52,8.1,73.9,38.2,15.8,155.2,22.8,,,,,73.5,1.5,,,2017,HeBei Province,河北省
CM37,PRJNA609577,CM37,-,4.8,,49,166.3,35.9,21.6,7.5,65.3,38.9,8.3,122.5,53.2,,,,,50.5,1.5,,,2017,HeBei Province,河北省
Dan99chang,PRJNA609577,Dan99chang,-,6.1,,70,234.9,119.9,51,9.3,70.3,28.9,8.3,165.8,12.2,,,,,74,4,,,2017,HeBei Province,河北省
R168,PRJNA609577,R168,-,5.4,,57.5,218.1,86,39.4,7.6,79.8,31.2,18,146.9,38.2,,,,,59.5,2,,,2017,HeBei Province,河北省
N28,PRJNA609577,N28,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
LD61,PRJNA609577,LD61,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
LH212Ht,PRJNA609577,LH212Ht,-,4.4,,62.5,238.9,112.6,47.2,6.9,79.3,31.9,6.6,153.8,30.1,,,,,60.5,-2,,,2017,HeBei Province,河北省
LH208,PRJNA609577,LH208,-,5.3,,62.5,220.9,88.3,40,7.9,77.5,34.5,7.1,147.4,37,,,,,63,0.5,,,2017,HeBei Province,河北省
LH181,PRJNA609577,LH181,-,5,,61.5,268.5,97.7,36.4,11,76.8,41.4,4,158.6,21.3,,,,,66,4.5,,,2017,HeBei Province,河北省
LH128,PRJNA609577,LH128,-,6.7,,61.5,239.8,88.4,36.9,8.1,76.7,32,8.5,148.4,13.4,,,,,61.5,0,,,2017,HeBei Province,河北省
NL001,PRJNA609577,NL001,-,5.8,,62,196,88.4,45.1,7.4,74,25.4,7.4,148.2,28.2,,,,,61.5,-0.5,,,2017,HeBei Province,河北省
BCC03,PRJNA609577,BCC03,-,5.2,,66,221.6,83.5,37.7,8.3,75.9,34.3,11.7,153,27.6,,,,,70,4,,,2017,HeBei Province,河北省
PHV07,PRJNA609577,PHV07,-,4.6,,,226,106,46.9,7.7,64.8,37.7,2,164.8,19.4,,,,,67,,,,2017,HeBei Province,河北省
PHP76,PRJNA609577,PHP76,-,6.3,,60,197.8,78,39.5,7.5,76,39.6,7.5,143.8,35.3,,,,,62,2,,,2017,HeBei Province,河北省
PHJ65,PRJNA609577,PHJ65,-,7.8,,69.5,272.9,109.4,40,8.4,89.3,32.6,16.1,161,19.5,,,,,69,-0.5,,,2017,HeBei Province,河北省
LH191,PRJNA609577,LH191,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
Zaodahuang,PRJNA609577,Zaodahuang,-,5.7,,57,159.6,74.2,46.3,7.2,64.8,20.6,9.7,151.8,30.8,,,,,59,2,,,2017,HeBei Province,河北省
832,PRJNA609577,832,-,6.3,,66.5,248.9,105.8,42.5,8.3,73.8,25.2,6.7,168.2,15.8,,,,,65.5,-1,,,2017,HeBei Province,河北省
803,PRJNA609577,803,-,4.9,,66,176,86.3,49.1,8.8,70.3,24.6,13.4,171.8,13.1,,,,,68.5,-1,,,2017,HeBei Province,河北省
434,PRJNA609577,434,-,7,,57,168.5,55.7,33,9.5,70.4,30.4,8.9,146.9,36.5,,,,,63.5,6.5,,,2017,HeBei Province,河北省
4112,PRJNA609577,4112,-,5.4,,64,182.8,79.8,43.6,9.7,68.3,24.1,5.9,172.4,15.8,,,,,62.5,-1.5,,,2017,HeBei Province,河北省
4F1,PRJNA609577,4F1,-,5.6,,64.5,229.5,90.2,39.3,8.9,76.3,36.6,15.1,139.2,48.2,,,,,65.5,1,,,2017,HeBei Province,河北省
812,PRJNA609577,812,-,5.2,,64.5,214.7,95.7,44.6,8.7,73.8,27.1,11.8,174,9.5,,,,,65,0.5,,,2017,HeBei Province,河北省
446,PRJNA609577,446,-,6.4,,63,233.1,89.8,38.5,10.1,81.5,34.8,18.4,146.2,35.3,,,,,67.5,4.5,,,2017,HeBei Province,河北省
Yan414,PRJNA609577,Yan414,-,5.3,,67,202.3,91.5,45.3,12,68.6,29.6,4.8,156.1,25.4,,,,,65.5,-1.5,,,2017,HeBei Province,河北省
CI66,PRJNA609577,CI66,-,6,,76,190.1,84.8,44.6,9.1,63.5,26.9,10.6,160.5,22.8,,,,,83,7,,,2017,HeBei Province,河北省
Dahuang46,PRJNA609577,Dahuang46,-,4,,62.5,234.8,126.6,53.9,8.6,53.2,38.6,23,126.5,55,,,,,65,2.5,,,2017,HeBei Province,河北省
Oh7,PRJNA609577,Oh7,-,5.8,,69,265.3,112,42.3,7.6,80.2,34.4,12.3,161.6,21.9,,,,,68,-1,,,2017,HeBei Province,河北省
KY228,PRJNA609577,KY228,-,5.9,,69.5,214.8,86.7,40.4,9.2,69.8,26,20,152.1,32.9,,,,,73,3.5,,,2017,HeBei Province,河北省
CM105,PRJNA609577,CM105,-,5.5,,54,154.6,52.4,33.8,7.2,64.3,24.6,6.1,139.3,40.2,,,,,56,2,,,2017,HeBei Province,河北省
B57,PRJNA609577,B57,-,6.1,,68.5,172.1,70.7,41.1,7.7,73.3,27.7,20.8,144.4,35.1,,,,,66.5,-2,,,2017,HeBei Province,河北省
B69,PRJNA609577,B69,-,6.1,,67,217.3,89.6,41,7.6,72.7,27.7,10.9,141.8,41.3,,,,,70,3,,,2017,HeBei Province,河北省
Mo18W,PRJNA609577,Mo18W,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
B64,PRJNA609577,B64,-,5.7,,68.5,227.9,116,50.9,7.6,91.3,41.3,10.7,153.8,26.6,,,,,67.5,-1,,,2017,HeBei Province,河北省
B96,PRJNA609577,B96,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
I_205,PRJNA609577,I_205,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
Liao2202,PRJNA609577,Liao2202,-,6.3,,71,206.8,98.7,47.7,10.5,66.3,32.6,15.4,162.4,20.5,,,,,75.5,4.5,,,2017,HeBei Province,河北省
B10,PRJNA609577,B10,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
B8,PRJNA609577,B8,-,5.5,,55,212.3,100.8,47.5,7.7,67.9,29.1,19.1,142,47.3,,,,,55.5,0.5,,,2017,HeBei Province,河北省
A171,PRJNA609577,A171,-,5.6,,54,128.7,53.7,41.7,6.6,68.9,31.6,21.3,161.7,23.4,,,,,55,1,,,2017,HeBei Province,河北省
Lv10,PRJNA609577,Lv10,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省
PHJ40,PRJNA609577,PHJ40,-,4.8,,52,177.1,69.2,39.1,7.9,65.8,30.9,6.3,136.6,42.3,,,,,53,1,,,2017,HeBei Province,河北省
A71,PRJNA609577,A71,-,4.7,,58,224.3,97.3,43.5,8.4,75.1,39.2,20.2,100.8,76.7,,,,,60,2,,,2017,HeBei Province,河北省
C14,PRJNA609577,C14,-,5,,51,175.8,73,41.5,6.7,64.3,32.3,9.2,112.6,66.8,,,,,51.5,0.5,,,2017,HeBei Province,河北省
C46,PRJNA609577,C46,-,4.6,,58,211.8,88.4,41.8,7.8,64,34.5,17.2,127.5,60.7,,,,,63.5,5.5,,,2017,HeBei Province,河北省
Baihe43,PRJNA609577,Baihe43,-,7,,,212.4,70.5,33,9.8,75.9,37.4,9.3,159.4,21.2,,,,,67.5,,,,2017,HeBei Province,河北省
R177,PRJNA609577,R177,-,6.7,,58.5,241.6,66.2,27.3,8.9,75.6,30.7,10.4,136.7,47,,,,,67,8.5,,,2017,HeBei Province,河北省
R2,PRJNA609577,R2,-,5.9,,64,210.4,87.7,41.7,8.4,74.4,35.8,13,145.9,38.7,,,,,65,1,,,2017,HeBei Province,河北省
W9,PRJNA609577,W9,-,4.8,,53.5,195.4,83.2,42.5,7.9,66.6,23.8,14.8,147,35.4,,,,,55.5,2,,,2017,HeBei Province,河北省
W22,PRJNA609577,W22,-,6.3,,59,227.2,83.9,36.8,10.6,77.9,32.2,14.8,145.8,37.5,,,,,62.5,3.5,,,2017,HeBei Province,河北省
PHR30,PRJNA609577,PHR30,-,6.8,,58.5,244.5,103.8,42.5,9.2,69.1,34.8,5.8,158.7,26.2,,,,,59,0.5,,,2017,HeBei Province,河北省
Ji63,PRJNA609577,Ji63,-,5.1,,58,197.1,86.4,43.9,9.5,71.6,33.9,14.1,141.7,41.3,,,,,61,3,,,2017,HeBei Province,河北省
Dong237,PRJNA609577,Dong237,-,5.6,,57,165.7,38.3,23.2,9,77.3,29.4,6.5,146.4,39.2,,,,,65,8,,,2017,HeBei Province,河北省
Chang3,PRJNA609577,Chang3,-,6.5,,54,221.7,76.2,34.4,9.8,73.6,32.7,8.9,152.8,26,,,,,57.5,3.5,,,2017,HeBei Province,河北省
Lv9kuan,PRJNA609577,Lv9kuan,-,6.7,,70.5,236.3,105.6,44.7,10.5,77.9,33.8,24.6,158.5,24.1,,,,,74,3.5,,,2017,HeBei Province,河北省
PHBA6,PRJNA609577,PHBA6,-,6.3,,61,305.7,115.2,37.7,7.8,84.2,37.3,15.9,157.3,23.9,,,,,61.5,0.5,,,2017,HeBei Province,河北省
48_2,PRJNA609577,48_2,-,5.3,,73,189,88.3,46.7,9.6,90.5,33.6,13.8,160.4,25.4,,,,,73.5,0.5,,,2017,HeBei Province,河北省
Luyuan92,PRJNA609577,Luyuan92,-,6.2,,58.5,215.3,82.9,38.5,9.8,67.8,30,7.6,151.6,30.4,,,,,60.5,2,,,2017,HeBei Province,河北省
LH215,PRJNA609577,LH215,-,5.9,,63.5,254,103.7,40.9,8.5,76.9,34.8,5.7,145.8,31.4,,,,,65.5,2,,,2017,HeBei Province,河北省
LH162,PRJNA609577,LH162,-,4.8,,53,178.8,66.7,37.3,7,64.4,32.8,16.2,147.6,33.2,,,,,54.5,1.5,,,2017,HeBei Province,河北省
LH196,PRJNA609577,LH196,-,6.3,,62,236,68.8,29.2,8.3,84.5,37.3,6.9,156.2,22.8,,,,,61.5,-0.5,,,2017,HeBei Province,河北省
2MA22,PRJNA609577,2MA22,-,5.4,,58,212.3,52.9,24.9,7.7,82.4,39.6,5.3,161.1,22.6,,,,,61.5,3.5,,,2017,HeBei Province,河北省
H99,PRJNA609577,H99,-,7.3,,61.5,146.7,43.6,29.7,7.3,63.8,26.8,5,136.1,43.2,,,,,61,-0.5,,,2017,HeBei Province,河北省
WIL_25,PRJNA609577,WIL_25,-,5.8,,64.5,248.2,85.6,34.4,8.1,83.3,39.2,3.1,163.4,23.3,,,,,68,3.5,,,2017,HeBei Province,河北省
LH205,PRJNA609577,LH205,-,5.7,,58.5,217.3,81.2,37.4,7.2,74.3,27.2,6.6,158.4,23,,,,,59.5,1,,,2017,HeBei Province,河北省
DH40,PRJNA609577,DH40,-,4.8,,74,271.7,125.6,46.2,9.3,70.1,29.4,9.1,162.2,18.4,,,,,74.5,0.5,,,2017,HeBei Province,河北省
PH207,PRJNA609577,PH207,-,4.9,,57,207.3,85,41,7.6,76.6,35.8,15.8,139.6,42.1,,,,,59.5,2.5,,,2017,HeBei Province,河北省
Y223,PRJNA609577,Y223,-,7,,67.5,195.8,91.1,46.5,11.3,48.9,22.8,5,154.3,27.8,,,,,66,-1.5,,,2017,HeBei Province,河北省
Fu8501,PRJNA609577,Fu8501,-,5.8,,69.5,205.1,97,47.3,12.1,70.1,29.9,12.7,161.2,19.8,,,,,69.5,0,,,2017,HeBei Province,河北省
PHGG7,PRJNA609577,PHGG7,-,4.4,,50.5,209.1,80.3,38.2,6.3,68.5,34,16.8,135,48.7,,,,,52,1.5,,,2017,HeBei Province,河北省
MQ305,PRJNA609577,MQ305,-,4.9,,55,184,59.6,32.4,7.8,69,29.7,10.8,151.1,32.3,,,,,56,1,,,2017,HeBei Province,河北省
18_599,PRJNA609577,18_599,-,5.5,,74.5,259.3,146,56.3,8.4,75.6,32.3,13.7,152.3,34.9,,,,,75.5,1,,,2017,HeBei Province,河北省
Lv28,PRJNA609577,Lv28,-,6.8,,63,177.3,70.5,39.8,8,66.3,23,14.9,158.6,26.7,,,,,65.5,2.5,,,2017,HeBei Province,河北省
LH193,PRJNA609577,LH193,-,6.7,,65,198.7,67.5,34,7.2,72.7,26.8,6.3,162.2,16.2,,,,,65,0,,,2017,HeBei Province,河北省
87_1,PRJNA609577,87_1,-,5.8,,71,181.9,73.8,40.5,9.8,80.9,28,13.4,166.9,16.7,,,,,71.5,0.5,,,2017,HeBei Province,河北省
WIL_21,PRJNA609577,WIL_21,-,5.3,,64,203.2,72.7,35.8,9.4,76,38.1,7.8,149.6,29.8,,,,,66.5,2.5,,,2017,HeBei Province,河北省
WIL_24,PRJNA609577,WIL_24,-,5.5,,61,211,86.1,40.8,7.3,76.4,31.9,10.8,162.9,14.8,,,,,60,-1,,,2017,HeBei Province,河北省
A554,PRJNA609577,A554,-,5.3,,55,188.1,73,38.8,8,64.5,29.9,13.9,147.7,39.7,,,,,55.5,0.5,,,2017,HeBei Province,河北省
LH194,PRJNA609577,LH194,-,6,,69,209.7,80.4,38.3,7.8,78.3,27.2,6.8,161.2,18.1,,,,,69,0,,,2017,HeBei Province,河北省
NQ508,PRJNA609577,NQ508,-,4.5,,64.5,235.5,127.3,54,7.5,64.6,33.6,6.8,137.7,46.6,,,,,64,-0.5,,,2017,HeBei Province,河北省
ICI_893,PRJNA609577,ICI_893,-,6.1,,65,202.5,71.4,35.2,8.3,77.1,29.6,9.3,162.1,14.8,,,,,66,1,,,2017,HeBei Province,河北省
ICI_441,PRJNA609577,ICI_441,-,5.8,,67,239.7,88.3,36.8,8.1,82.4,31.1,7.7,165.4,17.3,,,,,67.5,0.5,,,2017,HeBei Province,河北省
ICI_193,PRJNA609577,ICI_193,-,4.8,,58,243.7,131.5,53.9,6.8,62.7,29.3,10.1,139.3,47.1,,,,,58,0,,,2017,HeBei Province,河北省
LH222,PRJNA609577,LH222,-,5.6,,54.5,181.3,57.8,31.8,7.1,64.6,27.8,8.2,159,20.4,,,,,55.5,1,,,2017,HeBei Province,河北省
83IBI3,PRJNA609577,83IBI3,-,4.8,,54.5,186.2,80.3,43.1,7.3,71.6,35.5,11.5,151,30.2,,,,,57.5,3,,,2017,HeBei Province,河北省
LIBC_4,PRJNA609577,LIBC_4,-,5.3,,56.5,180.8,63,34.8,8.9,74.6,32.3,4.6,132.4,52.7,,,,,58,1.5,,,2017,HeBei Province,河北省
F118,PRJNA609577,F118,-,5,,67.5,213.9,87.6,41,9,87.6,28.5,13.8,160.6,18.8,,,,,66.5,-1,,,2017,HeBei Province,河北省
